course_title,provider,category,duration,cost,course_url,source,type,description
BA (Hons) Fashion Design,AMDT - School of Creativity,Fashion & Textile,,,https://www.pickacourse.lk/course/ba-hons-fashion.design?id=187,pickacourse.lk,Academic,
BA (Hons) Animation & Visual Effects,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-animation-visual-effects?id=188,pickacourse.lk,Academic,
BA (Hons) Graphic Design,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-graphic.design?id=189,pickacourse.lk,Academic,
BA (Hons) Animation & VFX,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-animation-vfx?id=191,pickacourse.lk,Academic,
BA (Hons) Graphic Design’,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/ba-hons-graphic-design?id=192,pickacourse.lk,Academic,
Advanced Diploma in Creative Multimedia,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/advanced-diploma-in-creative-multimedia?id=193,pickacourse.lk,Academic,
Advanced Diploma in Film,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/advanced-diploma-in-film?id=194,pickacourse.lk,Academic,
Advanced Diploma in Web &App development,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/advanced-diploma-in-web-app-development?id=195,pickacourse.lk,Academic,
Advanced Diploma in Photography,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/advanced-diploma-in-photography?id=196,pickacourse.lk,Academic,
Advanced Diploma in Creative Advertising,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/advanced-diploma-in-creative-advertising?id=197,pickacourse.lk,Academic,
Advanced Diploma in Interior Design,AMDT - School of Creativity,Architecture,,,https://www.pickacourse.lk/course/advanced-diploma-in-interior-design?id=198,pickacourse.lk,Academic,
HND in Business and Entrepreneurship,AMDT - School of Creativity,Business Management,,,https://www.pickacourse.lk/course/hnd-in-business-and-entrepreneurship?id=199,pickacourse.lk,Academic,
HND in Business,AMDT - School of Creativity,Business Management,,,https://www.pickacourse.lk/course/hnd-in.business?id=200,pickacourse.lk,Academic,
BTEC in HND in Sound Media,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-in-hnd-in-sound-media?id=201,pickacourse.lk,Academic,
BTEC HND in Photography,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-hnd-in-photography?id=202,pickacourse.lk,Academic,
BTEC HND in Motion Graphics,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-hnd-in-motion-graphics?id=203,pickacourse.lk,Academic,
BTEC HND Visual Effects,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-hnd-visual-effects?id=204,pickacourse.lk,Academic,
BTEC HND in Web & App Development,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-hnd-in-web-app-development?id=205,pickacourse.lk,Academic,
BTEC HND in Interior Design,AMDT - School of Creativity,Architecture,,,https://www.pickacourse.lk/course/btec-hnd-in-interior-design?id=206,pickacourse.lk,Academic,
BTEC HND in Graphic Design,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-hnd-in-graphic-design?id=207,pickacourse.lk,Academic,
BTEC HND in Game Development,AMDT - School of Creativity,IT,,,https://www.pickacourse.lk/course/btec-hnd-in-game-development?id=208,pickacourse.lk,Academic,
BTEC HND in Film,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-hnd-in-film?id=209,pickacourse.lk,Academic,
BTEC HND Fashion Design,AMDT - School of Creativity,Fashion & Textile,,,https://www.pickacourse.lk/course/btec-hnd-fashion-design?id=210,pickacourse.lk,Academic,
BTEC HND in Digital Design,AMDT - School of Creativity,Arts & Design,,,https://www.pickacourse.lk/course/btec-hnd-in-digital-design?id=211,pickacourse.lk,Academic,
Doctor of Philosophy (Ph.D.) in Psychology,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/doctor-of-philosophy-phd-in-psychology?id=212,pickacourse.lk,Academic,
Doctor of Philosophy (Ph.D.) in Informatics,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/doctor-of-philosophy-phd-in-informatics?id=213,pickacourse.lk,Academic,
Doctor of Philosophy (Ph.D.) in Management,American College of Higher Education (ACHE),Business Management - Specialized,,,https://www.pickacourse.lk/course/doctor-of-philosophy-phd-in-management?id=214,pickacourse.lk,Academic,
Master of Education,American College of Higher Education (ACHE),Education,,,https://www.pickacourse.lk/course/master-of.education?id=215,pickacourse.lk,Academic,
Masters of Science in Psychology by research,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/masters-of-science-in-psychology-by-research?id=216,pickacourse.lk,Academic,
BA in Information Technology,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/ba-in-information-technology?id=218,pickacourse.lk,Academic,
BA in Biological Science,American College of Higher Education (ACHE),Science,,,https://www.pickacourse.lk/course/ba-in-biological-science?id=219,pickacourse.lk,Academic,
BA in Education,American College of Higher Education (ACHE),Education,,,https://www.pickacourse.lk/course/ba-in-education?id=220,pickacourse.lk,Academic,
BA in Psychology,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/ba-in-psychology?id=221,pickacourse.lk,Academic,
BA in Engineering,American College of Higher Education (ACHE),Engineering,,,https://www.pickacourse.lk/course/ba-in-engineering?id=222,pickacourse.lk,Academic,
Bachelor of Early Childhood Education,American College of Higher Education (ACHE),Education,,,https://www.pickacourse.lk/course/bachelor-of-early-childhood.education?id=223,pickacourse.lk,Academic,
BSc. In Information Technology,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/bsc-in-information.technology?id=224,pickacourse.lk,Academic,
Bachelor of Biotechnology (Honors),American College of Higher Education (ACHE),Science,,,https://www.pickacourse.lk/course/bachelor-of-biotechnology-honors?id=225,pickacourse.lk,Academic,
Bachelor of Biomedical Sciences (Hons),American College of Higher Education (ACHE),Science,,,https://www.pickacourse.lk/course/bachelor-of-biomedical-sciences.hons?id=226,pickacourse.lk,Academic,
B.Sc in Natural Sciences in Biology,American College of Higher Education (ACHE),Science,,,https://www.pickacourse.lk/course/bsc-in-natural-sciences-in-biology?id=227,pickacourse.lk,Academic,
Bachelor of Psychology (Top Up),American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/bachelor-of-psychology-top.up?id=228,pickacourse.lk,Academic,
B.Sc. In Psychology,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-in.%20psychology?id=229,pickacourse.lk,Academic,
Bachelor of Engineering Technology (Hons) in Electrical and Electronics,American College of Higher Education (ACHE),Engineering,,,https://www.pickacourse.lk/course/bachelor-of-engineering-technology-hons-in.electrical-and-electronics?id=230,pickacourse.lk,Academic,
Bachelor of Civil Engineering Technology,American College of Higher Education (ACHE),Engineering,,,https://www.pickacourse.lk/course/bachelor-of-civil-engineering.technology?id=231,pickacourse.lk,Academic,
HND in Hospitality Management,American College of Higher Education (ACHE),"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/hnd-in-hospitality.Management?id=232,pickacourse.lk,Academic,
Diploma in Tourism Travel and Flight Services,American College of Higher Education (ACHE),"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/diploma-in-tourism-travel-and-flight-services?id=233,pickacourse.lk,Academic,
Diploma in Aircraft Maintenance Engineering,American College of Higher Education (ACHE),﻿Aviation,,,https://www.pickacourse.lk/course/diploma-in-aircraft-maintenance-engineering?id=234,pickacourse.lk,Academic,
Advnaced Diploma in Counselling Psychology,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/advnaced-diploma-in-counselling-psychology?id=235,pickacourse.lk,Academic,
HND in Computing,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/hnd-in.computing?id=236,pickacourse.lk,Academic,
Higher Diploma in Business Administration,American College of Higher Education (ACHE),Business Management,,,https://www.pickacourse.lk/course/higher-diploma-in-business-administration?id=237,pickacourse.lk,Academic,
Diploma in English,American College of Higher Education (ACHE),English,,,https://www.pickacourse.lk/course/diploma-in.english?id=239,pickacourse.lk,Academic,
Diploma in Criminology,American College of Higher Education (ACHE),Science,,,https://www.pickacourse.lk/course/diploma-in-criminology?id=240,pickacourse.lk,Academic,
Diploma in Child Psychology,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in.child.Psychology?id=241,pickacourse.lk,Academic,
Diploma in Psychology,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/diploma-in.psychology?id=242,pickacourse.lk,Academic,
Diploma in Early Childhood Education,American College of Higher Education (ACHE),Education,,,https://www.pickacourse.lk/course/diploma-in-early-childhood%20.education?id=243,pickacourse.lk,Academic,
Diploma in Special Needs Education,American College of Higher Education (ACHE),Education,,,https://www.pickacourse.lk/course/diploma-in-special-needs-education?id=244,pickacourse.lk,Academic,
Diploma in Primary Teacher Training,American College of Higher Education (ACHE),Education,,,https://www.pickacourse.lk/course/diploma-in-primary-teacher-training?id=245,pickacourse.lk,Academic,
Diploma in Healthcare Management,American College of Higher Education (ACHE),Science,,,https://www.pickacourse.lk/course/diploma-in-healthcare-management?id=246,pickacourse.lk,Academic,
Diploma in Business Administration,American College of Higher Education (ACHE),Business Management,,,https://www.pickacourse.lk/course/diploma-in-business.administration?id=247,pickacourse.lk,Academic,
Cyber Security,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/cyber-security?id=248,pickacourse.lk,Academic,
Robotics,American College of Higher Education (ACHE),Engineering,,,https://www.pickacourse.lk/course/robotics?id=249,pickacourse.lk,Academic,
Artificial Intelligence and Machine Learning,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/artificial-intelligence-and-machine-learning?id=250,pickacourse.lk,Academic,
Networking,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/networking?id=251,pickacourse.lk,Academic,
Web Design,American College of Higher Education (ACHE),Arts & Design,,,https://www.pickacourse.lk/course/web-design?id=252,pickacourse.lk,Academic,
Graphic Design,American College of Higher Education (ACHE),Arts & Design,,,https://www.pickacourse.lk/course/graphic.design?id=253,pickacourse.lk,Academic,
Computer Studies,American College of Higher Education (ACHE),IT,,,https://www.pickacourse.lk/course/computer-studies?id=254,pickacourse.lk,Academic,
Personality Development Psychology,American College of Higher Education (ACHE),Psychology & Counselling,,,https://www.pickacourse.lk/course/personality-development-psychology?id=255,pickacourse.lk,Academic,
Public Speaking,American College of Higher Education (ACHE),Soft Skills Development,,,https://www.pickacourse.lk/course/public-speaking?id=256,pickacourse.lk,Academic,
Foundation in Arts,American College of Higher Education (ACHE),Social Science,,,https://www.pickacourse.lk/course/foundation-in-arts?id=258,pickacourse.lk,Academic,
Foundation in Business & Computing,American College of Higher Education (ACHE),Business Management - Specialized,,,https://www.pickacourse.lk/course/foundation-in-business-computing?id=259,pickacourse.lk,Academic,
TOEFL,American College of Higher Education (ACHE),English,,,https://www.pickacourse.lk/course/toefl%20Test%20of%20English%20as%20a%20Foreign%20Language?id=260,pickacourse.lk,Academic,
BA (Hons) International Business Management (Top-up),American National College (ANC),Business Management,,,https://www.pickacourse.lk/course/ba-hons-international-business-management-top-up?id=262,pickacourse.lk,Academic,
BSc (Hons) Psychology (Top-up),American National College (ANC),Psychology & Counselling,,,https://www.pickacourse.lk/course/bsc-hons-psychology-top-up?id=263,pickacourse.lk,Academic,
MBA (General),American National College (ANC),Business Management,,,https://www.pickacourse.lk/course/mba-general?id=264,pickacourse.lk,Academic,
MBA with Hospitality Management,American National College (ANC),"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/mba-with-hospitality-management?id=265,pickacourse.lk,Academic,
MBA for CIMA/ ACCA Passed Finalists,American National College (ANC),Business Management - Specialized,,,https://www.pickacourse.lk/course/mba-for-cima-acca-passed-finalists?id=266,pickacourse.lk,Academic,
MBA+PMP (Project Management Professional) Course Overview,American National College (ANC),Business Management - Specialized,,,https://www.pickacourse.lk/course/mbapmp-project-management-professional-course-overview?id=267,pickacourse.lk,Academic,
Beginner social dancing,Antonio's Dance Circle - ADC,Arts & Design,,,https://www.pickacourse.lk/course/beginner-social-dancing?id=268,pickacourse.lk,Academic,
