course_name,institute,duration,fees,category,level,location,mode,description,course_url,source,cost_numeric,duration_numeric,is_estimated
AutoCAD,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/autocad?id=3958,pickacourse.lk,50000,120,True
Autodesk Revit,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/autodesk-revit?id=3959,pickacourse.lk,50000,120,True
Advanced Plumbing,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/advanced-plumbing?id=3960,pickacourse.lk,50000,120,True
Building Information Modeling (BIM) Management,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/building-information-modeling-bim-management?id=3961,pickacourse.lk,50000,120,True
Concrete Technology,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/concrete-technology?id=3962,pickacourse.lk,50000,120,True
Construction Law and Contracts,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/construction-law-and-contracts?id=3963,pickacourse.lk,50000,120,True
Construction Planning,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/construction-planning?id=3964,pickacourse.lk,50000,120,True
"Interim Valuation, Final Payment & Discharge",Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/interim-valuation-final-payment-discharge?id=3965,pickacourse.lk,50000,120,True
Management of Construction Projects,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/management-of-construction-projects?id=3966,pickacourse.lk,50000,120,True
Occupational Health & Safety (OSH) at Construction Work Sites,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/occupational-health-safety-osh-at-construction-work-sites?id=3967,pickacourse.lk,50000,120,True
Preparation of Bidding Documents,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/preparation-of-bidding-documents?id=3968,pickacourse.lk,50000,120,True
Preparation of Tender Documents,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/preparation-of-tender-documents?id=3969,pickacourse.lk,50000,120,True
Project Management – Primaver P6,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/project-management-primaver-p6?id=3970,pickacourse.lk,50000,120,True
Quantity Surveying (Mechanical and Electrical),Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/quantity-surveying-mechanical-and-electrical?id=3971,pickacourse.lk,50000,120,True
Road Construction,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/road-construction?id=3972,pickacourse.lk,50000,120,True
Scaffolding in Construction Work,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/scaffolding-in-construction-work?id=3973,pickacourse.lk,50000,120,True
Surveying & Leveling,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/surveying-leveling?id=3974,pickacourse.lk,50000,120,True
Variation Procedures & Extra Works,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/variation-procedures-extra-works?id=3975,pickacourse.lk,50000,120,True
Water Proofing Techniques,Advanced Construction Training Academy: ACTA,,,Construction,Certificate,,,,https://www.pickacourse.lk/course/water-proofing-techniques?id=3976,pickacourse.lk,50000,120,True
Private Pilot License (PPL),Fairway Aviation Academy,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/private-pilot-license-ppl?id=3977,pickacourse.lk,50000,120,True
Social Dancing,Let's Dance Academy,,,Soft Skills Development,Foundation Program,,,,https://www.pickacourse.lk/course/social-dancing?id=3978,pickacourse.lk,50000,120,True
Free style Hip Hop,Let's Dance Academy,,,Soft Skills Development,Foundation Program,,,,https://www.pickacourse.lk/course/free-style-hip-hop?id=3979,pickacourse.lk,50000,120,True
ballroom dancing,Let's Dance Academy,,,Soft Skills Development,Foundation Program,,,,https://www.pickacourse.lk/course/ballroom-dancing?id=3980,pickacourse.lk,50000,120,True
Latin dancing,Let's Dance Academy,,,Soft Skills Development,Foundation Program,,,,https://www.pickacourse.lk/course/latin-dancing?id=3981,pickacourse.lk,50000,120,True
Bachelor of Biotechnology (Hons),Northshore College,,,Science,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-biotechnology-hons?id=3983,pickacourse.lk,2800000,1460,True
Bachelor of Science (Hons) in Nursing,Northshore College,,,Medicine & Healthcare,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-science-hons-in-nursing?id=3984,pickacourse.lk,2800000,1460,True
Bachelor of Science (Hons) in Nursing (Public Health),Northshore College,,,Medicine & Healthcare,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-science-hons-in-nursing-public-health?id=3985,pickacourse.lk,2800000,1460,True
Bachelor of Electrical and Electronics Engineering Technology With Honours,Northshore College,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-electrical-and-electronics-engineering-technology-with-honours?id=3988,pickacourse.lk,2800000,1460,True
Bachelor of Mechanical Engineering Technology with Honours,Northshore College,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bachelor-of-mechanical-engineering-technology-with-honours?id=3989,pickacourse.lk,2800000,1460,True
Master of Science in Civil Engineering,Northshore College,,,Engineering,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-science-in-civil-engineering?id=3990,pickacourse.lk,2800000,1460,True
Master of Science in Electrical and Electronics Engineering,Northshore College,,,Engineering,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-science-in-electrical-and-electronics-engineering?id=3991,pickacourse.lk,2800000,1460,True
Master of Mechanical Engineering,Northshore College,,,Engineering,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-mechanical-engineering?id=3992,pickacourse.lk,2800000,1460,True
Master in Nursing (Education),Northshore College,,,Medicine & Healthcare,Masters Degree,,,,https://www.pickacourse.lk/course/master-in-nursing-education?id=3993,pickacourse.lk,2800000,1460,True
Master of Nursing (Public Health),Northshore College,,,Medicine & Healthcare,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-nursing-public-health?id=3994,pickacourse.lk,2800000,1460,True
Master in Nursing,Northshore College,,,Medicine & Healthcare,Masters Degree,,,,https://www.pickacourse.lk/course/master-in-nursing?id=3995,pickacourse.lk,2800000,1460,True
Master of Nursing (Midwifery),Northshore College,,,Medicine & Healthcare,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-nursing-midwifery?id=3996,pickacourse.lk,2800000,1460,True
Master of Pharmacy (By Research),Northshore College,,,Science,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-pharmacy-by-research?id=3997,pickacourse.lk,2800000,1460,True
Master of Health Care,Northshore College,,,Medicine & Healthcare,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-health-care?id=3998,pickacourse.lk,2800000,1460,True
Advanced Professional Diploma in Credit Management,Asian International Academy - AIA,,,Business Management - Specialized,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/advanced-professional-diploma-in-credit-management?id=4001,pickacourse.lk,150000,365,True
Diploma in Micro Credit Management,Asian International Academy - AIA,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-micro-credit-management?id=4002,pickacourse.lk,150000,365,True
ACCA Knowledge Level,Asian International Academy - AIA,,,Business Management - Specialized,Certificate,,,,https://www.pickacourse.lk/course/acca-knowledge-level?id=4003,pickacourse.lk,50000,120,True
ACCA Skills Level,Asian International Academy - AIA,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/acca-skills-level?id=4004,pickacourse.lk,150000,365,True
ACCA Professional Level,Asian International Academy - AIA,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/acca-professional-level?id=4005,pickacourse.lk,150000,365,True
US CPA Auditing & Attestation,Asian International Academy - AIA,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/us-cpa-auditing-attestation?id=4006,pickacourse.lk,150000,365,True
US CPA Business Environment & Concepts,Asian International Academy - AIA,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/us-cpa-business-environment-concepts?id=4007,pickacourse.lk,150000,365,True
US CPA Financial Accounting & Reporting,Asian International Academy - AIA,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/us-cpa-financial-accounting-reporting?id=4008,pickacourse.lk,150000,365,True
US CPA Regulations,Asian International Academy - AIA,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/us-cpa-regulations?id=4009,pickacourse.lk,150000,365,True
BEng (Hons)Mechanical Engineering – Mechatronics,Asian International Academy - AIA,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/beng-honsmechanical-engineering-mechatronics?id=4010,pickacourse.lk,2800000,1460,True
BEng (Hons) Electrical & Electronic Engineering,Asian International Academy - AIA,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/beng-hons-electrical-electronic-engineering?id=4011,pickacourse.lk,2800000,1460,True
Engineering Higher National Diploma – After A/L,Asian International Academy - AIA,,,Engineering,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/engineering-higher-national-diploma-after-al?id=4012,pickacourse.lk,150000,365,True
BSc. (Hons) Construction Project Mgmt.,Asian International Academy - AIA,,,Engineering,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-construction-project-mgmt?id=4013,pickacourse.lk,2800000,1460,True
Engineering Foundation – After O/L,Asian International Academy - AIA,,,Engineering,Foundation Program,,,,https://www.pickacourse.lk/course/engineering-foundation-after-ol?id=4014,pickacourse.lk,3500000,1460,True
DIPLOMA IN SPORTS _ NVQ 5,National Institute of Sports Science - NISS,,,Sports,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/diploma-in-sports-nvq-5?id=4015,pickacourse.lk,150000,365,True
ADVANCED DIPLOMA IN COACHING ( NVQ 6),National Institute of Sports Science - NISS,,,Sports,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/advanced-diploma-in-coaching-nvq-6?id=4016,pickacourse.lk,150000,365,True
Certificate COURSE IN PHYSICAL FITNESS INSTRUCTOR TRAINING,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/certificate-course-in-physical-fitness-instructor-training?id=4017,pickacourse.lk,50000,120,True
Certificate COURSE IN SPORTS SCIENCE - LEVEL I/II/III,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/certificate-course-in-sports-science-level-iiiiii?id=4018,pickacourse.lk,50000,120,True
COACHES ACCREDITATION PROGRAM,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/coaches-accreditation-program?id=4019,pickacourse.lk,50000,120,True
PHYSICAL FITNESS PROGRAM,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/physical-fitness-program?id=4020,pickacourse.lk,50000,120,True
TAILOR – MADE PROGRAMS,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/tailor-made-programs?id=4021,pickacourse.lk,50000,120,True
PSYCHOLOGICAL SUPPORT,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/psychological-support?id=4022,pickacourse.lk,50000,120,True
KNOWLEDGE UPDATING PROGRAMME FOR THE SPORTS AND PHYSICAL EDUCATION TEACHERS,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/knowledge-updating-programme-for-the-sports-and-physical-education-teachers?id=4023,pickacourse.lk,50000,120,True
KNOWLEDGE UPDATING PROGRAMME FOR THE PROVINCIAL SPORTS OFFICERS AND COACHES,National Institute of Sports Science - NISS,,,Sports,Certificate,,,,https://www.pickacourse.lk/course/knowledge-updating-programme-for-the-provincial-sports-officers-and-coaches?id=4024,pickacourse.lk,50000,120,True
Non Destructive Testing Training,Lanka Association for Non Destructive Testing - LANDT,,,Business Management - Specialized,Foundation Program,,,,https://www.pickacourse.lk/course/non-destructive-testing-training?id=4025,pickacourse.lk,50000,120,True
Quality Management System Training,Lanka Association for Non Destructive Testing - LANDT,,,Business Management - Specialized,Foundation Program,,,,https://www.pickacourse.lk/course/quality-management-system-training?id=4026,pickacourse.lk,50000,120,True
Direct Entry Program,Institute of Java and Software Engineering - IJSE,,,IT,Diploma,,,,https://www.pickacourse.lk/course/direct-entry-program?id=4027,pickacourse.lk,150000,365,True
CMJD,Institute of Java and Software Engineering - IJSE,,,IT,Diploma,,,,https://www.pickacourse.lk/course/cmjd?id=4028,pickacourse.lk,150000,365,True
Graduate Diploma in Software Engineering-GDSE,Institute of Java and Software Engineering - IJSE,,,IT,Diploma,,,,https://www.pickacourse.lk/course/graduate-diploma-in-software-engineering-gdse?id=4029,pickacourse.lk,150000,365,True
Advanced Business Solution Developer program-ABSD,Institute of Java and Software Engineering - IJSE,,,IT,Diploma,,,,https://www.pickacourse.lk/course/advanced-business-solution-developer-program-absd?id=4030,pickacourse.lk,150000,365,True
Rapid web application developer-RWAD,Institute of Java and Software Engineering - IJSE,,,IT,Diploma,,,,https://www.pickacourse.lk/course/rapid-web-application-developer-rwad?id=4031,pickacourse.lk,150000,365,True
Japanese,Global Academy of Further Education - GAFE,,,Languages,Certificate,,,,https://www.pickacourse.lk/course/japanese?id=4034,pickacourse.lk,50000,120,True
AIRCRAFT ENGINEERING BENG (HONS) TOP - UP DEGREE – KINGSTON UNIVERSITY,SriLankan Aviation College,,,﻿Aviation,Bachelor's Degree,,,,https://www.pickacourse.lk/course/aircraft-engineering-beng-hons-top-up-degree-kingston-university?id=4035,pickacourse.lk,2800000,1460,True
FOUNDATION COURSE IN AIRCRAFT MAINTENANCE,SriLankan Aviation College,,,﻿Aviation,Foundation Program,,,,https://www.pickacourse.lk/course/foundation-course-in-aircraft-maintenance?id=4036,pickacourse.lk,50000,120,True
EASA PART 66 B1.1 - BASIC COURSE IN AIRCRAFT MAINTENANCE,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/easa-part-66-b11-basic-course-in-aircraft-maintenance?id=4037,pickacourse.lk,50000,120,True
EASA PART 66 B2 - BASIC COURSE IN AIRCRAFT MAINTENANCE,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/easa-part-66-b2-basic-course-in-aircraft-maintenance?id=4038,pickacourse.lk,50000,120,True
ETOPS – LEVEL 01,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/etops-level-01?id=4039,pickacourse.lk,50000,120,True
ETOPS – LEVEL 02,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/etops-level-02?id=4040,pickacourse.lk,50000,120,True
AVIATION EDUCATION CAMP,SriLankan Aviation College,,,﻿Aviation,Foundation Program,,,,https://www.pickacourse.lk/course/aviation-education-camp?id=4041,pickacourse.lk,50000,120,True
IATA FOUNDATION IN TRAVEL AND TOURISM DIPLOMA,SriLankan Aviation College,,,﻿Aviation,Diploma,,,,https://www.pickacourse.lk/course/iata-foundation-in-travel-and-tourism-diploma?id=4042,pickacourse.lk,150000,365,True
IATA TRAVEL AND TOURISM CONSULTANCY DIPLOMA,SriLankan Aviation College,,,﻿Aviation,Diploma,,,,https://www.pickacourse.lk/course/iata-travel-and-tourism-consultancy-diploma?id=4043,pickacourse.lk,150000,365,True
IATA AIRLINE CABIN CREW COURSE,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/iata-airline-cabin-crew-course?id=4044,pickacourse.lk,50000,120,True
FLIGHT OPERATIONS OFFICER/FLIGHT DISPATCHER (ICAO 201) PROGRAMME,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/flight-operations-officerflight-dispatcher-icao-201-programme?id=4045,pickacourse.lk,50000,120,True
Certificate IN AVIATION FUNDAMENTALS,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/certificate-in-aviation-fundamentals?id=4046,pickacourse.lk,50000,120,True
BASIC AIR CARGO OPERATIONS,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/basic-air-cargo-operations?id=4047,pickacourse.lk,50000,120,True
BSC (HONS) AVIATION STUDIES WITH COMMERCIAL PILOT TRAINING,SriLankan Aviation College,,,﻿Aviation,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-hons-aviation-studies-with-commercial-pilot-training?id=4048,pickacourse.lk,2800000,1460,True
CABIN CREW SEP/ TYPE TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/cabin-crew-sep-type-training?id=4049,pickacourse.lk,50000,120,True
CABIN CREW SEP/ TYPE TRAINING 2,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/cabin-crew-sep-type-training-2?id=4050,pickacourse.lk,50000,120,True
DANGEROUS GOODS TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/dangerous-goods-training?id=4051,pickacourse.lk,50000,120,True
FIRST AID TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/first-aid-training?id=4052,pickacourse.lk,50000,120,True
A320 STANDARD TYPE RATING COURSE,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/a320-standard-type-rating-course?id=4053,pickacourse.lk,50000,120,True
A320/A330 COMMAND COURSE,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/a320a330-command-course?id=4054,pickacourse.lk,50000,120,True
ENTRY LEVEL TRAINING MULTI CREW COOPERATION JET ORIENTATION COURSE,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/entry-level-training-multi-crew-cooperation-jet-orientation-course?id=4055,pickacourse.lk,50000,120,True
CREW RESOURCE MANAGEMENT (INITIAL),SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/crew-resource-management-initial?id=4056,pickacourse.lk,50000,120,True
IATA FARES AND TICKETING (VIRTUAL TRAINING),SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/iata-fares-and-ticketing-virtual-training?id=4057,pickacourse.lk,50000,120,True
AIRCRAFT TYPE TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/aircraft-type-training?id=4058,pickacourse.lk,50000,120,True
FUEL TANK SAFETY TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/fuel-tank-safety-training?id=4059,pickacourse.lk,50000,120,True
EWIS,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/ewis?id=4060,pickacourse.lk,50000,120,True
IFE SYSTEM TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/ife-system-training?id=4061,pickacourse.lk,50000,120,True
HUMAN FACTOR TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/human-factor-training?id=4062,pickacourse.lk,50000,120,True
APU TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/apu-training?id=4063,pickacourse.lk,50000,120,True
ETOPS TRAINING,SriLankan Aviation College,,,﻿Aviation,Certificate,,,,https://www.pickacourse.lk/course/etops-training?id=4064,pickacourse.lk,50000,120,True
Level 4 & 5 DIPLOMA IN BUSINESS MANAGEMENT,IHEUK - Institute of Higher Education UK,,,Business Management,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/level-4-5-diploma-in-business-management?id=4066,pickacourse.lk,150000,365,True
Level 4 & 5 DIPLOMA IN ENTREPRENEURSHIP,IHEUK - Institute of Higher Education UK,,,Business Management,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/level-4-5-diploma-in-entrepreneurship?id=4067,pickacourse.lk,150000,365,True
LEVEL 7 DIPLOMA IN HUMAN RESOURCE MANAGEMENT,IHEUK - Institute of Higher Education UK,,,Business Management - Specialized,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/level-7-diploma-in-human-resource-management?id=4068,pickacourse.lk,150000,365,True
LEVEL 7 DIPLOMA IN STRATEGIC MANAGEMENT & LEADERSHIP,IHEUK - Institute of Higher Education UK,,,Business Management,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/level-7-diploma-in-strategic-management-leadership?id=4069,pickacourse.lk,150000,365,True
LEVEL 7 DIPLOMA IN EXECUTIVE MANAGEMENT,IHEUK - Institute of Higher Education UK,,,Business Management,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/level-7-diploma-in-executive-management?id=4070,pickacourse.lk,150000,365,True
MASTER OF BUSINESS ADMINISTRATION (MBA) (TopUp),IHEUK - Institute of Higher Education UK,,,Business Management,Masters Degree,,,,https://www.pickacourse.lk/course/master-of-business-administration-mba-topup?id=4072,pickacourse.lk,2800000,1460,True
AZURE ADMINISTRATORS,IHEUK - Institute of Higher Education UK,,,IT,Certificate,,,,https://www.pickacourse.lk/course/azure-administrators?id=4073,pickacourse.lk,50000,120,True
MCSA 70-740,IHEUK - Institute of Higher Education UK,,,IT,Certificate,,,,https://www.pickacourse.lk/course/mcsa-70-740?id=4074,pickacourse.lk,50000,120,True
DIPLOMA IN GRAPHIC DESIGNING,IHEUK - Institute of Higher Education UK,,,Arts & Design,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-graphic-designing?id=4076,pickacourse.lk,150000,365,True
LEVEL 3 Certificate IN INFORMATION TECHNOLOGY,IHEUK - Institute of Higher Education UK,,,IT,Certificate,,,,https://www.pickacourse.lk/course/level-3-certificate-in-information-technology?id=4077,pickacourse.lk,50000,120,True
LEVEL 4 & 5 DIPLOMA IN INFORMATION TECHNOLOGY,IHEUK - Institute of Higher Education UK,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/level-4-5-diploma-in-information-technology?id=4079,pickacourse.lk,150000,365,True
LEVEL 4 & 5 DIPLOMA IN CYBER SECURITY,IHEUK - Institute of Higher Education UK,,,IT,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/level-4-5-diploma-in-cyber-security?id=4080,pickacourse.lk,150000,365,True
LEVEL 4 DIPLOMA IN NETWORKING,IHEUK - Institute of Higher Education UK,,,IT,Diploma,,,,https://www.pickacourse.lk/course/level-4-diploma-in-networking?id=4081,pickacourse.lk,150000,365,True
LEVEL 6 BSC(HONS) IN CYBER SECURITY,IHEUK - Institute of Higher Education UK,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/level-6-bschons-in-cyber-security?id=4082,pickacourse.lk,2800000,1460,True
BSc - Bachelor of Information Technology,IHEUK - Institute of Higher Education UK,,,IT,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-bachelor-of-information-technology?id=4083,pickacourse.lk,2800000,1460,True
DIPLOMA IN COMPUTERIZED ACCOUNTING,IHEUK - Institute of Higher Education UK,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/diploma-in-computerized-accounting?id=4084,pickacourse.lk,150000,365,True
Level 4 Diploma in Accounting and Finance,IHEUK - Institute of Higher Education UK,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/level-4-diploma-in-accounting-and-finance?id=4085,pickacourse.lk,150000,365,True
Level 5 Diploma in Accounting and Finance,IHEUK - Institute of Higher Education UK,,,Business Management - Specialized,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/level-5-diploma-in-accounting-and-finance?id=4086,pickacourse.lk,150000,365,True
Level 7 DIPLOMA IN ACCOUNTING & FINANCE,IHEUK - Institute of Higher Education UK,,,Business Management - Specialized,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/level-7-diploma-in-accounting-finance?id=4087,pickacourse.lk,150000,365,True
LEVEL 7 DIPLOMA IN EDUCATIONAL MANAGEMENT AND LEADERSHIP,IHEUK - Institute of Higher Education UK,,,Education,Postgraduate Diploma,,,,https://www.pickacourse.lk/course/level-7-diploma-in-educational-management-and-leadership?id=4088,pickacourse.lk,150000,365,True
INTERNATIONAL ENGLISH LANGUAGE,IHEUK - Institute of Higher Education UK,,,English,Certificate,,,,https://www.pickacourse.lk/course/international-english-language?id=4089,pickacourse.lk,50000,120,True
City & Guilds Diploma in Civil Engineering (IVQ 4) (9208 -03),SEI Campus,,,Engineering,Diploma,,,,https://www.pickacourse.lk/course/city-guilds-diploma-in-civil-engineering-ivq-4-9208-03?id=4090,pickacourse.lk,150000,365,True
City & Guilds Advanced Diploma in Civil Engineering (IVQ 5) (9208 -13),SEI Campus,,,Engineering,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/city-guilds-advanced-diploma-in-civil-engineering-ivq-5-9208-13?id=4091,pickacourse.lk,150000,365,True
City & Guilds Diploma in Mechanical Engineering (IVQ 4) (9208-01),SEI Campus,,,Engineering,Diploma,,,,https://www.pickacourse.lk/course/city-guilds-diploma-in-mechanical-engineering-ivq-4-9208-01?id=4092,pickacourse.lk,150000,365,True
City & Guilds Diploma in Mechanical Engineering (IVQ 5) (9208-11),SEI Campus,,,Engineering,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/city-guilds-diploma-in-mechanical-engineering-ivq-5-9208-11?id=4093,pickacourse.lk,150000,365,True
CISCOM - Supply Chain & Operations Management,SEI Campus,,,Business Management - Specialized,Diploma,,,,https://www.pickacourse.lk/course/ciscom-supply-chain-operations-management?id=4094,pickacourse.lk,150000,365,True
BSc in Fashion Design,SEI Campus,,,Fashion & Textile,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-fashion-design?id=4095,pickacourse.lk,2800000,1460,True
BSc in Interior Design,SEI Campus,,,Arts & Design,Bachelor's Degree,,,,https://www.pickacourse.lk/course/bsc-in-interior-design?id=4096,pickacourse.lk,2800000,1460,True
Conversational English Program,Image Consultants,,,Soft Skills Development,Foundation Program,,,,https://www.pickacourse.lk/course/conversational-english-program?id=4097,pickacourse.lk,50000,120,True
Life skill programme,Image Consultants,,,Soft Skills Development,Foundation Program,,,,https://www.pickacourse.lk/course/life-skill-programme?id=4098,pickacourse.lk,50000,120,True
Beauty Diploma,IHB Education,,,Beauty,Diploma,,,,https://www.pickacourse.lk/course/beauty-diploma?id=4099,pickacourse.lk,150000,365,True
Hair Diploma,IHB Education,,,Beauty,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/hair-diploma?id=4100,pickacourse.lk,150000,365,True
Makeup Diploma,IHB Education,,,Beauty,Advanced Diploma / Higher National Diploma,,,,https://www.pickacourse.lk/course/makeup-diploma?id=4101,pickacourse.lk,150000,365,True
Software Engineering,AICT,,,IT,Certificate,,,,https://www.pickacourse.lk/course/software-engineering?id=4104,pickacourse.lk,50000,120,True
Web Engineering,AICT,,,IT,Certificate,,,,https://www.pickacourse.lk/course/web-engineering?id=4105,pickacourse.lk,50000,120,True
MS Office,AICT,,,IT,Certificate,,,,https://www.pickacourse.lk/course/ms-office?id=4106,pickacourse.lk,50000,120,True
Video Editing Course,AICT,,,Arts & Design,Certificate,,,,https://www.pickacourse.lk/course/video-editing-course?id=4109,pickacourse.lk,50000,120,True
